  UID   PID  PPID   C STIME   TTY           TIME CMD
  501 45791     1   0 15Jan24 ??         0:02.90 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  501 45817     1   0 15Jan24 ??         1:23.09 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
  501 45818     1   0 15Jan24 ??         0:03.23 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
  501 45819     1   0 15Jan24 ??         0:07.78 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
  501 45822     1   0 15Jan24 ??         0:05.26 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
  501 45826     1   0 15Jan24 ??         0:09.39 /usr/libexec/SidecarRelay
  501 45827     1   0 15Jan24 ??         6:52.52 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
  501 45832     1   0 15Jan24 ??         0:49.70 /usr/libexec/biomesyncd
  501 45844     1   0 15Jan24 ??         0:03.13 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
    0 45846     1   0 15Jan24 ??         0:00.74 /System/Library/PrivateFrameworks/CoreAccessories.framework/Support/accessoryd
    0 45850     1   0 15Jan24 ??         1:23.39 /usr/libexec/audioanalyticsd
    0 45857     1   0 15Jan24 ??         0:00.29 /usr/libexec/smd
  501 45892     1   0 15Jan24 ??         0:03.24 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
  501 45912     1   0 15Jan24 ??         0:14.09 /System/Library/PrivateFrameworks/Translation.framework/translationd
  501 45932     1   0 15Jan24 ??         0:08.14 /System/Library/CoreServices/OSDUIHelper.app/Contents/MacOS/OSDUIHelper
  501 45933     1   0 15Jan24 ??         0:02.68 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
  501 45935     1   0 15Jan24 ??         0:07.68 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
  501 46156     1   0 15Jan24 ??         0:00.04 /System/Library/Frameworks/CoreSpotlight.framework/CoreSpotlightService
    0 46157     1   0 15Jan24 ??         0:00.03 /usr/libexec/mmaintenanced
  501 46159     1   0 15Jan24 ??         2:29.39 /usr/libexec/replayd
    0 46161     1   0 15Jan24 ??         0:02.54 /System/Library/PrivateFrameworks/TVIdleServices.framework/idleassetsd
    0 46166     1   0 15Jan24 ??         0:05.72 /usr/sbin/spindump
  501 46167     1   0 15Jan24 ??         0:00.04 /usr/libexec/spindump_agent
    0 46168     1   0 15Jan24 ??         0:08.21 /usr/libexec/ospredictiond
  501 46169     1   0 15Jan24 ??         0:03.07 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter -L
  501 46170     1   0 15Jan24 ??         0:04.98 /System/Library/PrivateFrameworks/CloudDocsDaemon.framework/Versions/A/Support/bird
    0 46172     1   0 15Jan24 ??         0:02.86 /usr/libexec/usermanagerd -t 15
  501 46173     1   0 15Jan24 ??         0:00.59 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
  501 46192     1   0 15Jan24 ??         0:08.38 /System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
  501 46193     1   0 15Jan24 ??         0:00.77 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
  501 46194     1   0 15Jan24 ??         0:00.30 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  501 46195     1   0 15Jan24 ??         0:00.19 /System/Library/Frameworks/Security.framework/Versions/A/Resources/CloudKeychainProxy.bundle/Contents/MacOS/CloudKeychainProxy
  501 46196     1   0 15Jan24 ??         0:00.63 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
    0 46198     1   0 15Jan24 ??         0:00.15 /System/Library/PrivateFrameworks/AppleCredentialManager.framework/AppleCredentialManagerDaemon
  501 46199     1   0 15Jan24 ??         0:06.92 /usr/libexec/proactived
  501 46200     1   0 15Jan24 ??         0:00.51 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  501 46201     1   0 15Jan24 ??         0:00.27 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/CarbonComponentScannerXPC.xpc/Contents/MacOS/CarbonComponentScannerXPC
    0 46203     1   0 15Jan24 ??         0:00.20 /System/Library/PrivateFrameworks/AccountPolicy.framework/XPCServices/com.apple.AccountPolicyHelper.xpc/Contents/MacOS/com.apple.AccountPolicyHelper
  501 46204     1   0 15Jan24 ??         1:22.12 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
  501 46205     1   0 15Jan24 ??         0:01.36 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
  501 46206     1   0 15Jan24 ??         0:01.98 /System/Cryptexes/App/usr/libexec/AuthenticationServicesAgent
  501 46207     1   0 15Jan24 ??         0:19.91 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
  501 46210     1   0 15Jan24 ??         0:00.21 /usr/libexec/keychainsharingmessagingd
    0 46211     1   0 15Jan24 ??         0:01.54 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Resources/backgroundtaskmanagementd -daemon
  501 46215     1   0 15Jan24 ??         0:05.96 /usr/libexec/secinitd
  501 46218     1   0 15Jan24 ??         0:16.17 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  262 46219     1   0 15Jan24 ??         0:08.22 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
    0 46220     1   0 15Jan24 ??         0:28.64 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
    0 46221     1   0 15Jan24 ??         0:00.04 /usr/libexec/secinitd
  262 46222     1   0 15Jan24 ??         0:00.04 /usr/libexec/secinitd
  262 46223     1   0 15Jan24 ??         0:00.05 /usr/sbin/cfprefsd agent
    0 46224     1   0 15Jan24 ??         0:00.08 /usr/libexec/containermanagerd_system --runmode=privileged --user-container-mode=current --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none
    0 46226     1   0 15Jan24 ??         0:00.05 /usr/libexec/trustdFileHelper
  262 46227     1   0 15Jan24 ??         0:00.08 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
  501 46229     1   0 15Jan24 ??         0:03.33 /usr/libexec/neagent
  501 46231     1   0 15Jan24 ??         0:00.86 /usr/libexec/WiFiVelocityAgent
  501 46240     1   0 15Jan24 ??         0:15.16 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  501 46242     1   0 15Jan24 ??         0:31.20 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
  501 46243     1   0 15Jan24 ??         0:13.71 /usr/libexec/swcd
  501 46247     1   0 15Jan24 ??         0:01.81 /System/Library/CoreServices/iconservicesagent
  501 46252     1   0 15Jan24 ??         0:07.95 /System/Library/PrivateFrameworks/IntelligencePlatformCore.framework/Versions/A/intelligenceplatformd
  240 46260     1   0 15Jan24 ??         0:00.12 /System/Library/CoreServices/iconservicesd
  501 46262     1   0 15Jan24 ??        51:57.59 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/MacOS/Safari
  501 46263     1   0 15Jan24 ??         0:02.95 /usr/libexec/dmd
  501 46265     1   0 15Jan24 ??         0:00.10 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
  260 46266     1   0 15Jan24 ??         0:02.85 /usr/libexec/nfcd
  501 46267     1   0 15Jan24 ??         0:00.09 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
  501 46268     1   0 15Jan24 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 46269     1   0 15Jan24 ??        31:16.95 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  501 46270     1   0 15Jan24 ??         0:06.86 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
  501 46271     1   0 15Jan24 ??         0:01.66 /System/Library/PrivateFrameworks/WebPrivacy.framework/webprivacyd
  501 46272     1   0 15Jan24 ??         0:04.38 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
    0 46273     1   0 15Jan24 ??         0:00.34 /usr/libexec/logd_helper
  501 46274     1   0 15Jan24 ??         1:01.86 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
  501 46275     1   0 15Jan24 ??         0:04.03 /System/Library/PrivateFrameworks/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper
  501 46276     1   0 15Jan24 ??         0:00.16 /System/Library/CoreServices/pbs
  501 46277     1   0 15Jan24 ??         0:01.78 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/XPCServices/com.apple.Safari.SandboxBroker.xpc/Contents/MacOS/com.apple.Safari.SandboxBroker
  501 46278     1   0 15Jan24 ??         0:00.10 /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
  501 46279     1   0 15Jan24 ??         0:00.34 /System/Cryptexes/App/usr/libexec/webpushd --machServiceName com.apple.webkit.webpushd.service
  501 46280     1   0 15Jan24 ??       188:34.35 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
  501 46281     1   0 15Jan24 ??         0:00.04 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/XPCServices/com.apple.Safari.BrowserDataImportingService.xpc/Contents/MacOS/com.apple.Safari.BrowserDataImportingService
  501 46282     1   0 15Jan24 ??         0:03.72 /System/Cryptexes/App/usr/libexec/webinspectord
  501 46283     1   0 15Jan24 ??         0:00.03 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad
  501 46285     1   0 15Jan24 ??         0:04.43 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501 46286     1   0 15Jan24 ??         0:01.66 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  205 46287     1   0 15Jan24 ??         0:00.03 /usr/sbin/cfprefsd agent
  200 46288     1   0 15Jan24 ??         0:00.04 /usr/sbin/cfprefsd agent
  501 46290     1   0 15Jan24 ??         6:41.77 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
  501 46291     1   0 15Jan24 ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
    0 46292     1   0 15Jan24 ??         0:00.53 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
  501 46293     1   0 15Jan24 ??         0:01.53 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  296 46294     1   0 15Jan24 ??         0:01.52 /usr/libexec/aneuserd
    0 46295     1   0 15Jan24 ??         0:00.36 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
  501 46297     1   0 15Jan24 ??         0:00.16 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
  501 46302     1   0 15Jan24 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 46304     1   0 15Jan24 ??         0:02.58 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
  501 46327     1   0 15Jan24 ??         0:12.43 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
  501 46342     1   0 15Jan24 ??         0:12.22 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
  501 46343     1   0 15Jan24 ??         0:41.48 /usr/libexec/siriknowledged
  501 46347     1   0 15Jan24 ??         0:01.72 /usr/libexec/keyboardservicesd
    0 46361     1   0 15Jan24 ??         0:00.51 /System/Library/CoreServices/osanalyticshelper server-init
    0 46429     1   0 16Jan24 ??         0:00.21 aslmanager
  501 46481     1   0 16Jan24 ??         0:17.41 /usr/libexec/transparencyd
  501 46483     1   0 16Jan24 ??         0:01.49 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/TrustedPeersHelper.xpc/Contents/MacOS/TrustedPeersHelper
    0 46484     1   0 16Jan24 ??         0:00.56 /usr/libexec/mobileactivationd
  501 46485     1   0 16Jan24 ??         0:00.96 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
  259 46486     1   0 16Jan24 ??         0:00.06 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -st
  247 46508     1   0  9Nov23 ??         1:52.62 /usr/libexec/gamecontrollerd
  501 46510     1   0  9Nov23 ??         1:37.47 /usr/libexec/gamecontrolleragentd
  501 46524     1   0 16Jan24 ??         1:48.18 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  501 46525     1   0 16Jan24 ??         0:04.03 /usr/libexec/adprivacyd
  501 46527     1   0 16Jan24 ??         0:01.60 /System/Library/CoreServices/ScopedBookmarkAgent
  261 46529     1   0 16Jan24 ??         0:06.95 /usr/libexec/hidd
  501 46545     1   0 16Jan24 ??         0:08.70 /System/Library/CoreServices/ReportCrash agent
    0 46577     1   0 16Jan24 ??         0:06.20 /usr/libexec/PowerUIAgent
  501 46586     1   0 16Jan24 ??         0:02.67 /usr/libexec/promotedcontentd
  501 46603     1   0 16Jan24 ??         0:12.19 cloudphotod
  501 46623     1   0 16Jan24 ??         0:00.31 /System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert
  501 46625     1   0 16Jan24 ??         0:02.02 /System/Library/PrivateFrameworks/CloudServices.framework/Helpers/com.apple.sbd
  501 46634     1   0 16Jan24 ??         0:16.71 /usr/libexec/fmfd
  501 46653     1   0 16Jan24 ??         0:00.07 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
    0 46698     1   0 16Jan24 ??         0:00.09 /usr/libexec/keybagd -t 15
  501 46703     1   0 16Jan24 ??         0:04.23 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
  501 46704     1   0 16Jan24 ??         0:00.76 /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
  501 46705     1   0 16Jan24 ??         0:02.21 /usr/libexec/appleaccountd
    0 46706     1   0 16Jan24 ??         0:00.08 /usr/libexec/tzd
  501 46707     1   0 16Jan24 ??         0:00.43 /usr/libexec/linkd
  501 46708     1   0 16Jan24 ??         0:00.05 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.ComponentTagHelper.xpc/Contents/MacOS/com.apple.audio.ComponentTagHelper
  501 46709     1   0 16Jan24 ??         0:00.03 /System/Library/PrivateFrameworks/TextToSpeech.framework/PlugIns/SiriAUSP.appex/Contents/MacOS/SiriAUSP -AppleLanguages ("ru-KZ")
  501 46710     1   0 16Jan24 ??         0:00.07 /System/Library/PrivateFrameworks/TextToSpeechMauiSupport.framework/Versions/A/PlugIns/MauiAUSP.appex/Contents/MacOS/MauiAUSP -AppleLanguages ("ru-KZ")
  501 46711     1   0 16Jan24 ??         0:00.03 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 46712     1   0 16Jan24 ??         0:00.14 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_x86_64.appex/Contents/MacOS/WardaSynthesizer_x86_64 -AppleLanguages ("ru-KZ")
  501 46713     1   0 16Jan24 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 46714     1   0 16Jan24 ??         0:00.02 /System/Library/PrivateFrameworks/TextToSpeechKonaSupport.framework/Versions/A/PlugIns/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer -AppleLanguages ("ru-KZ")
  501 46715     1   0 16Jan24 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 46716     1   0 16Jan24 ??         0:00.03 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_arm64.appex/Contents/MacOS/WardaSynthesizer_arm64 -AppleLanguages ("ru-KZ")
  501 46717     1   0 16Jan24 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 46718     1   0 16Jan24 ??         0:00.05 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP -AppleLanguages ("ru-KZ")
  501 46719     1   0 16Jan24 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 46720     1   0 16Jan24 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 46739     1   0 16Jan24 ??         0:00.07 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 46740     1   0 16Jan24 ??         0:02.40 /System/Library/PrivateFrameworks/MediaConversionService.framework/Versions/A/XPCServices/com.apple.photos.ImageConversionService.xpc/Contents/MacOS/com.apple.photos.ImageConversionService
  501 46806     1   0 16Jan24 ??         0:00.48 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
  501 46827     1   0 16Jan24 ??         0:01.66 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
    0 46852     1   0 16Jan24 ??         0:08.05 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANECompilerService.xpc/Contents/MacOS/ANECompilerService
  501 46866     1   0 16Jan24 ??         0:02.82 /System/Library/PrivateFrameworks/PaperKit.framework/Contents/LinkedNotesUIService.app/Contents/MacOS/LinkedNotesUIService
  501 46870     1   0 16Jan24 ??         0:02.30 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
    0 46952     1   0 16Jan24 ??         0:00.34 /usr/libexec/amfid
    0 46953     1   0 16Jan24 ??         1:17.07 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
    0 47226     1   0 16Jan24 ??         0:00.04 /usr/libexec/dirhelper
  501 47273     1   0 16Jan24 ??         0:17.95 /System/Applications/Messages.app/Contents/MacOS/Messages
  501 47274     1   0 16Jan24 ??         0:00.03 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501 47275     1   0 16Jan24 ??         0:00.66 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
  501 47276     1   0 16Jan24 ??         0:01.09 /usr/libexec/findmylocateagent
    0 47322     1   0 16Jan24 ??         0:00.13 /usr/libexec/ASPCarryLog
    0 47361     1   0 16Jan24 ??         0:00.38 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 47414     1   0 16Jan24 ??         0:00.07 /usr/libexec/betaenrollmentd
    0 47524     1   0 17Jan24 ??         0:00.67 /usr/libexec/findmydeviced
  501 47525     1   0 17Jan24 ??         0:00.91 /usr/libexec/findmydevice-user-agent
  501 47527     1   0 17Jan24 ??         0:00.19 /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
  501 47624 27930   0 10Nov23 ??        97:52.28 /Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/Frameworks/Steam Helper.app/Contents/MacOS/Steam Helper --type=renderer --log-file=/Users/zaras/Library/Application Support/Steam/logs/cef_log.txt --field-trial-handle=1718379636,15126723541499517082,2552184041453360401,131072 --enable-features=CastMediaRouteProvider --disable-features=SameSiteByDefaultCookies --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --disable-blink-features=Badging --lang=en-US --locales-dir-path=/Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/Frameworks/Steam Helper.app/Contents//bin/locales --log-file=/Users/zaras/Library/Application Support/Steam/logs/cef_log.txt --product-version=Valve Steam Client --buildid=1696019606 --steamid=0 --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=10 --shared-files --seatbelt-client=77
  278 47694     1   0 17Jan24 ??         0:00.85 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/accessoryupdaterd 120
  278 47695     1   0 17Jan24 ??         0:00.50 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceLegacyAudio.xpc/Contents/MacOS/UARPUpdaterServiceLegacyAudio
  501 47711     1   0 17Jan24 ??         0:05.96 /usr/libexec/naturallanguaged
  501 47712     1   0 17Jan24 ??         0:00.02 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501 47713     1   0 17Jan24 ??         0:00.49 /System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/QuickLookSatellite.xpc/Contents/MacOS/QuickLookSatellite
  501 47714     1   0 17Jan24 ??         0:00.21 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
    0 47716     1   0 17Jan24 ??         0:02.13 /usr/sbin/systemsoundserverd
    0 47718     1   0 17Jan24 ??         0:00.04 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar -daemon
    0 47723     1   0 17Jan24 ??         0:00.03 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  278 47753     1   0 17Jan24 ??         0:01.36 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceUSBPD.xpc/Contents/MacOS/UARPUpdaterServiceUSBPD
  278 47755     1   0 17Jan24 ??         0:11.17 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  278 47756     1   0 17Jan24 ??         0:00.09 /usr/libexec/secinitd
  278 47757     1   0 17Jan24 ??         0:00.13 /usr/sbin/cfprefsd agent
  278 47759     1   0 17Jan24 ??         0:00.12 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
  501 47768     1   0 17Jan24 ??         0:00.67 /usr/libexec/proactiveeventtrackerd
  501 47770     1   0 17Jan24 ??         0:00.53 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
  278 47771     1   0 17Jan24 ??         0:00.13 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceHID.xpc/Contents/MacOS/UARPUpdaterServiceHID
  501 47773     1   0 17Jan24 ??         0:00.10 /usr/libexec/mlruntimed
    0 47774     1   0 17Jan24 ??         0:00.08 /usr/libexec/microstackshot
  277 47775     1   0 17Jan24 ??         0:00.21 /System/Library/PrivateFrameworks/RemoteManagement.framework/remotemanagementd
  278 47776     1   0 17Jan24 ??         0:00.14 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceDisplay.xpc/Contents/MacOS/UARPUpdaterServiceDisplay
  277 47777     1   0 17Jan24 ??         0:00.09 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SecuritySubscriber.xpc/Contents/MacOS/SecuritySubscriber
  277 47778     1   0 17Jan24 ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/InteractiveLegacyProfilesSubscriber.xpc/Contents/MacOS/InteractiveLegacyProfilesSubscriber
  277 47779     1   0 17Jan24 ??         0:00.10 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ScreenSharingSubscriber.xpc/Contents/MacOS/ScreenSharingSubscriber
  277 47780     1   0 17Jan24 ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/LegacyProfilesSubscriber.xpc/Contents/MacOS/LegacyProfilesSubscriber
  277 47783     1   0 17Jan24 ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/PasscodeSettingsSubscriber.xpc/Contents/MacOS/PasscodeSettingsSubscriber
  277 47784     1   0 17Jan24 ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/AccountSubscriber.xpc/Contents/MacOS/AccountSubscriber
  277 47785     1   0 17Jan24 ??         0:00.08 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SoftwareUpdateSubscriber.xpc/Contents/MacOS/SoftwareUpdateSubscriber
  277 47786     1   0 17Jan24 ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/Contents/MacOS/ManagementTestSubscriber
  277 47787     1   0 17Jan24 ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedConfigurationFilesSubscriber.xpc/Contents/MacOS/ManagedConfigurationFilesSubscriber
  277 47788     1   0 17Jan24 ??         0:00.10 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ASConfigurationSubscriber.xpc/Contents/MacOS/ASConfigurationSubscriber
  501 47789     1   0 17Jan24 ??         0:01.78 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
    0 47790     1   0 17Jan24 ??         0:00.09 /System/Library/PrivateFrameworks/CoreKDL.framework/Support/corekdld
    0 47791     1   0 17Jan24 ??         0:00.04 /usr/libexec/periodic-wrapper daily
  501 47792     1   0 17Jan24 ??         0:02.05 /System/Library/Frameworks/FinanceKit.framework/financed
