  UID   PID  PPID   C STIME   TTY           TIME CMD
  501 20207 20196   0 25Oct23 ??       510:38.21 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/118.0.5993.117/Helpers/Google Chrome Helper (GPU).app/Contents/MacOS/Google Chrome Helper (GPU) --type=gpu-process --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaAcAAAAAAABoBwAAAAAAAHgCAABOAAAAcAIAAAAAAAB4AgAAAAAAAIACAAAAAAAAiAIAAAAAAACQAgAAAAAAAJgCAAAAAAAAoAIAAAAAAACoAgAAAAAAALACAAAAAAAAuAIAAAAAAADAAgAAAAAAAMgCAAAAAAAA0AIAAAAAAADYAgAAAAAAAOACAAAAAAAA6AIAAAAAAADwAgAAAAAAAPgCAAAAAAAAAAMAAAAAAAAIAwAAAAAAABADAAAAAAAAGAMAAAAAAAAgAwAAAAAAACgDAAAAAAAAMAMAAAAAAAA4AwAAAAAAAEADAAAAAAAASAMAAAAAAABQAwAAAAAAAFgDAAAAAAAAYAMAAAAAAABoAwAAAAAAAHADAAAAAAAAeAMAAAAAAACAAwAAAAAAAIgDAAAAAAAAkAMAAAAAAACYAwAAAAAAAKADAAAAAAAAqAMAAAAAAACwAwAAAAAAALgDAAAAAAAAwAMAAAAAAADIAwAAAAAAANADAAAAAAAA2AMAAAAAAADgAwAAAAAAAOgDAAAAAAAA8AMAAAAAAAD4AwAAAAAAAAAEAAAAAAAACAQAAAAAAAAQBAAAAAAAABgEAAAAAAAAIAQAAAAAAAAoBAAAAAAAADAEAAAAAAAAOAQAAAAAAABABAAAAAAAAEgEAAAAAAAAUAQAAAAAAABYBAAAAAAAAGAEAAAAAAAAaAQAAAAAAABwBAAAAAAAAHgEAAAAAAAAgAQAAAAAAACIBAAAAAAAAJAEAAAAAAAAmAQAAAAAAACgBAAAAAAAAKgEAAAAAAAAsAQAAAAAAAC4BAAAAAAAAMAEAAAAAAAAyAQAAAAAAADQBAAAAAAAANgEAAAAAAAAEAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAEAAAAQAAAAAAAAAAAAAAACAAAAEAAAAAAAAAAAAAAAAwAAABAAAAAAAAAAAAAAAAYAAAAQAAAAAAAAAAAAAAAHAAAAEAAAAAAAAAAAAAAACAAAABAAAAAAAAAAAAAAAAkAAAAQAAAAAAAAAAAAAAALAAAAEAAAAAAAAAAAAAAADAAAABAAAAAAAAAAAAAAAA4AAAAQAAAAAAAAAAAAAAAPAAAAEAAAAAAAAAAAAAAAEAAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAABAAAAEAAAAAAAAAABAAAAAgAAABAAAAAAAAAAAQAAAAMAAAAQAAAAAAAAAAEAAAAGAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAAAQAAABAAAAAQAAAAAAAAAAQAAAAAAAAAEAAAAAAAAAAEAAAAAQAAABAAAAAAAAAABAAAAAIAAAAQAAAAAAAAAAQAAAADAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACQAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAAMAAAAEAAAAAAAAAAEAAAADgAAABAAAAAAAAAABAAAAA8AAAAQAAAAAAAAAAQAAAAQAAAAEAAAAAAAAAAHAAAAAAAAABAAAAAAAAAABwAAAAEAAAAQAAAAAAAAAAcAAAACAAAAEAAAAAAAAAAHAAAAAwAAABAAAAAAAAAABwAAAAYAAAAQAAAAAAAAAAcAAAAHAAAAEAAAAAAAAAAHAAAACAAAABAAAAAAAAAABwAAAAkAAAAQAAAAAAAAAAcAAAALAAAAEAAAAAAAAAAHAAAADAAAABAAAAAAAAAABwAAAA4AAAAQAAAAAAAAAAcAAAAPAAAAEAAAAAAAAAAHAAAAEAAAABAAAAAAAAAACAAAAAAAAAAQAAAAAAAAAAgAAAABAAAAEAAAAAAAAAAIAAAAAgAAABAAAAAAAAAACAAAAAMAAAAQAAAAAAAAAAgAAAAGAAAAEAAAAAAAAAAIAAAABwAAABAAAAAAAAAACAAAAAgAAAAQAAAAAAAAAAgAAAAJAAAAEAAAAAAAAAAIAAAACwAAABAAAAAAAAAACAAAAAwAAAAQAAAAAAAAAAgAAAAOAAAAEAAAAAAAAAAIAAAADwAAABAAAAAAAAAACAAAABAAAAAQAAAAAAAAAAoAAAAAAAAAEAAAAAAAAAAKAAAAAQAAABAAAAAAAAAACgAAAAIAAAAQAAAAAAAAAAoAAAADAAAAEAAAAAAAAAAKAAAABgAAABAAAAAAAAAACgAAAAcAAAAQAAAAAAAAAAoAAAAIAAAAEAAAAAAAAAAKAAAACQAAABAAAAAAAAAACgAAAAsAAAAQAAAAAAAAAAoAAAAMAAAAEAAAAAAAAAAKAAAADgAAABAAAAAAAAAACgAAAA8AAAAQAAAAAAAAAAoAAAAQAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,9446375817338151596,12520192208275767344,262144 --seatbelt-client=28
  501 20208 20196   0 25Oct23 ??        56:04.30 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/118.0.5993.117/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ru --service-sandbox-type=network --shared-files --field-trial-handle=1718379636,r,9446375817338151596,12520192208275767344,262144 --seatbelt-client=26
  501 20213 20196   0 25Oct23 ??         4:59.93 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/118.0.5993.117/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=ru --service-sandbox-type=service --shared-files --field-trial-handle=1718379636,r,9446375817338151596,12520192208275767344,262144 --seatbelt-client=49
  501 23113     1   0 28Oct23 ??       184:58.07 /Applications/Discord.app/Contents/MacOS/Discord
  501 23117     1   0 28Oct23 ??         0:02.99 /Applications/Discord.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/zaras/Library/Application Support/discord/Crashpad --url=https://f.a.k/e --annotation=_productName=discord --annotation=_version=0.0.281 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=22.3.26 --handshake-fd=27
  501 23118 23113   0 28Oct23 ??       509:42.40 /Applications/Discord.app/Contents/Frameworks/Discord Helper (GPU).app/Contents/MacOS/Discord Helper (GPU) --type=gpu-process --user-data-dir=/Users/zaras/Library/Application Support/discord --gpu-preferences=UAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAACgFAAAAAAAAKAUAAAAAAAC4AQAANgAAALABAAAAAAAAuAEAAAAAAADAAQAAAAAAAMgBAAAAAAAA0AEAAAAAAADYAQAAAAAAAOABAAAAAAAA6AEAAAAAAADwAQAAAAAAAPgBAAAAAAAAAAIAAAAAAAAIAgAAAAAAABACAAAAAAAAGAIAAAAAAAAgAgAAAAAAACgCAAAAAAAAMAIAAAAAAAA4AgAAAAAAAEACAAAAAAAASAIAAAAAAABQAgAAAAAAAFgCAAAAAAAAYAIAAAAAAABoAgAAAAAAAHACAAAAAAAAeAIAAAAAAACAAgAAAAAAAIgCAAAAAAAAkAIAAAAAAACYAgAAAAAAAKACAAAAAAAAqAIAAAAAAACwAgAAAAAAALgCAAAAAAAAwAIAAAAAAADIAgAAAAAAANACAAAAAAAA2AIAAAAAAADgAgAAAAAAAOgCAAAAAAAA8AIAAAAAAAD4AgAAAAAAAAADAAAAAAAACAMAAAAAAAAQAwAAAAAAABgDAAAAAAAAIAMAAAAAAAAoAwAAAAAAADADAAAAAAAAOAMAAAAAAABAAwAAAAAAAEgDAAAAAAAAUAMAAAAAAABYAwAAAAAAABAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAJAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAAwAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAAAAAAADwAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAAGAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAABAAAAAAAAAAQAAAAAAAAAAQAAAAGAAAAEAAAAAAAAAAEAAAABwAAABAAAAAAAAAABAAAAAgAAAAQAAAAAAAAAAQAAAAJAAAAEAAAAAAAAAAEAAAACwAAABAAAAAAAAAABAAAAAwAAAAQAAAAAAAAAAQAAAAOAAAAEAAAAAAAAAAEAAAADwAAABAAAAAAAAAABwAAAAAAAAAQAAAAAAAAAAcAAAAGAAAAEAAAAAAAAAAHAAAABwAAABAAAAAAAAAABwAAAAgAAAAQAAAAAAAAAAcAAAAJAAAAEAAAAAAAAAAHAAAACwAAABAAAAAAAAAABwAAAAwAAAAQAAAAAAAAAAcAAAAOAAAAEAAAAAAAAAAHAAAADwAAABAAAAAAAAAACAAAAAAAAAAQAAAAAAAAAAgAAAAGAAAAEAAAAAAAAAAIAAAABwAAABAAAAAAAAAACAAAAAgAAAAQAAAAAAAAAAgAAAAJAAAAEAAAAAAAAAAIAAAACwAAABAAAAAAAAAACAAAAAwAAAAQAAAAAAAAAAgAAAAOAAAAEAAAAAAAAAAIAAAADwAAABAAAAAAAAAACgAAAAAAAAAQAAAAAAAAAAoAAAAGAAAAEAAAAAAAAAAKAAAABwAAABAAAAAAAAAACgAAAAgAAAAQAAAAAAAAAAoAAAAJAAAAEAAAAAAAAAAKAAAACwAAABAAAAAAAAAACgAAAAwAAAAQAAAAAAAAAAoAAAAOAAAAEAAAAAAAAAAKAAAADwAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files --field-trial-handle=1718379636,r,12753104041528856517,2675231563099686993,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --seatbelt-client=42
  501 23120 23113   0 28Oct23 ??         7:08.94 /Applications/Discord.app/Contents/Frameworks/Discord Helper.app/Contents/MacOS/Discord Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/zaras/Library/Application Support/discord --standard-schemes --secure-schemes=disclip --bypasscsp-schemes --cors-schemes --fetch-schemes=disclip --service-worker-schemes --streaming-schemes --shared-files --field-trial-handle=1718379636,r,12753104041528856517,2675231563099686993,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --seatbelt-client=49
  501 23139 23113   0 28Oct23 ??       2069:30.72 /Applications/Discord.app/Contents/Frameworks/Discord Helper (Renderer).app/Contents/MacOS/Discord Helper (Renderer) --type=renderer --user-data-dir=/Users/zaras/Library/Application Support/discord --standard-schemes --secure-schemes=disclip --bypasscsp-schemes --cors-schemes --fetch-schemes=disclip --service-worker-schemes --streaming-schemes --app-path=/Applications/Discord.app/Contents/Resources/app.asar --no-sandbox --no-zygote --autoplay-policy=no-user-gesture-required --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1698201872721576 --launch-time-ticks=282516250507 --shared-files --field-trial-handle=1718379636,r,12753104041528856517,2675231563099686993,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --enable-node-leakage-in-renderers
  501 23145 23113   0 28Oct23 ??         2:32.20 /Applications/Discord.app/Contents/Frameworks/Discord Helper.app/Contents/MacOS/Discord Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/zaras/Library/Application Support/discord --standard-schemes --secure-schemes=disclip --bypasscsp-schemes --cors-schemes --fetch-schemes=disclip --service-worker-schemes --streaming-schemes --shared-files --field-trial-handle=1718379636,r,12753104041528856517,2675231563099686993,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --seatbelt-client=77
  501 23431 20196   0 28Oct23 ??         6:39.63 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/118.0.5993.117/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ru --service-sandbox-type=audio --message-loop-type-ui --metrics-client-id=bd425ed4-03d6-4b28-b398-083a79a92976 --shared-files --field-trial-handle=1718379636,r,9446375817338151596,12520192208275767344,262144 --seatbelt-client=163
  501 23533     1   0 28Oct23 ??        41:07.01 /Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/ipcserver
  501 24536     1   0  2Jan24 ??         3:59.15 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
    0 27588     1   0  7Jan24 ??        41:06.47 /usr/sbin/bluetoothd
  222 27611     1   0  7Jan24 ??         0:01.92 /usr/sbin/netbiosd
  270 27618     1   0  7Jan24 ??         0:00.34 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x10019bc26 com.apple.IOUserBluetoothSerialDriver
  501 27919     1   0  2Nov23 ??       2831:50.47 /Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/steam_osx steam://run/570 -skipinitialbootstrap
  501 27930 27919   0  2Nov23 ??       915:29.60 /Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/Frameworks/Steam Helper.app/Contents/MacOS/Steam Helper -lang=en_US -cachedir=/Users/zaras/Library/Application Support/Steam/config/htmlcache -steampid=27919 -buildid=1696019606 -steamid=0 -logdir=/Users/zaras/Library/Application Support/Steam/logs -uimode=7 -startcount=0 -steamuniverse=Public -realm=Global -clientui=/Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/clientui -steampath=/Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/steam_osx -launcher=0 -delaypageload --enable-media-stream --enable-smooth-scrolling --log-file=/Users/zaras/Library/Application Support/Steam/logs/cef_log.txt --disable-quick-menu --disable-features=SameSiteByDefaultCookies --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --disable-blink-features=Badging
  501 27934     1   0  2Nov23 ??         0:05.62 /Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/Frameworks/Steam Helper.app/Contents/MacOS/Steam Helper --monitor-self-annotation=ptype=crashpad-handler --type=crashpad-handler --max-uploads=5 --max-db-size=20 --max-db-age=5 --database=/private/tmp/dumps --url=https://crash.steampowered.com/submit --annotation=platform=macos --annotation=product=cefwebhelper --annotation=version=1696019606 --handshake-fd=12
  501 27940 27930   0  2Nov23 ??         2:42.59 /Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/Frameworks/Steam Helper.app/Contents/MacOS/Steam Helper --type=gpu-process --field-trial-handle=1718379636,15126723541499517082,2552184041453360401,131072 --enable-features=CastMediaRouteProvider --disable-features=SameSiteByDefaultCookies --locales-dir-path=/Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/Frameworks/Steam Helper.app/Contents//bin/locales --log-file=/Users/zaras/Library/Application Support/Steam/logs/cef_log.txt --product-version=Valve Steam Client --lang=ru-KZ --buildid=1696019606 --steamid=0 --gpu-preferences=MAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAA6AAAABwAAADgAAAAAAAAAOgAAAAAAAAA8AAAAAAAAAD4AAAAAAAAAAABAAAAAAAACAEAAAAAAAAQAQAAAAAAABgBAAAAAAAAIAEAAAAAAAAoAQAAAAAAADABAAAAAAAAOAEAAAAAAABAAQAAAAAAAEgBAAAAAAAAUAEAAAAAAABYAQAAAAAAAGABAAAAAAAAaAEAAAAAAABwAQAAAAAAAHgBAAAAAAAAgAEAAAAAAACIAQAAAAAAAJABAAAAAAAAmAEAAAAAAACgAQAAAAAAAKgBAAAAAAAAsAEAAAAAAAC4AQAAAAAAABAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAKAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAA0AAAAQAAAAAAAAAAEAAAAAAAAAEAAAAAAAAAABAAAABgAAABAAAAAAAAAAAQAAAAcAAAAQAAAAAAAAAAEAAAAIAAAAEAAAAAAAAAABAAAACgAAABAAAAAAAAAAAQAAAAsAAAAQAAAAAAAAAAEAAAANAAAAEAAAAAAAAAAEAAAAAAAAABAAAAAAAAAABAAAAAYAAAAQAAAAAAAAAAQAAAAHAAAAEAAAAAAAAAAEAAAACAAAABAAAAAAAAAABAAAAAoAAAAQAAAAAAAAAAQAAAALAAAAEAAAAAAAAAAEAAAADQAAABAAAAAAAAAABgAAAAAAAAAQAAAAAAAAAAYAAAAGAAAAEAAAAAAAAAAGAAAABwAAABAAAAAAAAAABgAAAAgAAAAQAAAAAAAAAAYAAAAKAAAAEAAAAAAAAAAGAAAACwAAABAAAAAAAAAABgAAAA0AAAA= --log-file=/Users/zaras/Library/Application Support/Steam/logs/cef_log.txt --shared-files
  501 27942 27930   0  2Nov23 ??         0:55.86 /Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/Frameworks/Steam Helper.app/Contents/MacOS/Steam Helper --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1718379636,15126723541499517082,2552184041453360401,131072 --enable-features=CastMediaRouteProvider --disable-features=SameSiteByDefaultCookies --lang=en-US --service-sandbox-type=network --locales-dir-path=/Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/Frameworks/Steam Helper.app/Contents//bin/locales --log-file=/Users/zaras/Library/Application Support/Steam/logs/cef_log.txt --product-version=Valve Steam Client --lang=ru-KZ --buildid=1696019606 --steamid=0 --log-file=/Users/zaras/Library/Application Support/Steam/logs/cef_log.txt --shared-files --seatbelt-client=43
  501 27945 27930   0  2Nov23 ??       107:39.00 /Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/Frameworks/Steam Helper.app/Contents/MacOS/Steam Helper --type=renderer --log-file=/Users/zaras/Library/Application Support/Steam/logs/cef_log.txt --field-trial-handle=1718379636,15126723541499517082,2552184041453360401,131072 --enable-features=CastMediaRouteProvider --disable-features=SameSiteByDefaultCookies --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --disable-blink-features=Badging --lang=en-US --locales-dir-path=/Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/Frameworks/Steam Helper.app/Contents//bin/locales --log-file=/Users/zaras/Library/Application Support/Steam/logs/cef_log.txt --product-version=Valve Steam Client --buildid=1696019606 --steamid=0 --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --shared-files --seatbelt-client=50
  501 36074     1   0  5Nov23 ??        20:49.14 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
  265 39417     1   0 13Jan24 ??         0:09.00 /System/Library/PrivateFrameworks/CoreLSKD.framework/Versions/A/lskdd
  501 39685     1   0 13Jan24 ??         0:33.29 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
  501 39695     1   0 13Jan24 ??         1:08.11 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
  501 41327     1   0  7Nov23 ??         0:03.08 /Users/zaras/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/Resources/GoogleSoftwareUpdateAgent.app/../../MacOS/crashpad_handler --database=/Users/zaras/Library/Google/GoogleSoftwareUpdate/Crashes --url=https://clients2.google.com/cr/report --annotation=plat=OS X --annotation=prod=Keystone --annotation=ver=1.3.18.216 --handshake-fd=4
    0 41338     1   0  7Nov23 ??         0:02.03 /System/Library/PrivateFrameworks/DiskImages.framework/Resources/hdiejectd
  501 41343     1   0  7Nov23 ??         0:05.08 /System/Library/PrivateFrameworks/DiskImages.framework/Resources/diskimages-helper -uuid D42654F0-B0A5-43E6-96F9-6354FA108CF0 -post-exec 5
  501 41686     1   0 14Jan24 ??         1:33.95 /System/Library/CoreServices/Family.app/Contents/MacOS/Family
    0 41789     1   0 14Jan24 ??         0:00.21 /System/Library/PrivateFrameworks/Heimdal.framework/Helpers/kdc
  501 42206 27930   0  7Nov23 ??         2:42.19 /Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/Frameworks/Steam Helper.app/Contents/MacOS/Steam Helper --type=utility --utility-sub-type=audio.mojom.AudioService --field-trial-handle=1718379636,15126723541499517082,2552184041453360401,131072 --enable-features=CastMediaRouteProvider --disable-features=SameSiteByDefaultCookies --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --locales-dir-path=/Users/zaras/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/Frameworks/Steam Helper.app/Contents//bin/locales --log-file=/Users/zaras/Library/Application Support/Steam/logs/cef_log.txt --product-version=Valve Steam Client --lang=ru-KZ --buildid=1696019606 --steamid=0 --log-file=/Users/zaras/Library/Application Support/Steam/logs/cef_log.txt --shared-files
  501 42608     1   0 15Jan24 ??         0:13.44 /System/Library/PrivateFrameworks/HearingCore.framework/heard
  501 43240     1   0 15Jan24 ??         0:47.62 /usr/libexec/routined LAUNCHED_BY_LAUNCHD
  501 43861     1   0 15Jan24 ??         0:26.04 /System/Cryptexes/App/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariBookmarksSyncAgent
  501 43866     1   0 15Jan24 ??         0:08.34 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
    0 44252     1   0 15Jan24 ??         0:01.08 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
  501 44315     1   0 15Jan24 ??         0:30.73 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
    0 44554     1   0 15Jan24 ??         6:21.51 /usr/libexec/sandboxd
  289 44567     1   0 15Jan24 ??         0:13.67 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
    0 44750     1   0 15Jan24 ??         0:43.48 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
    0 44885     1   0 15Jan24 ??         0:02.22 /usr/libexec/biometrickitd --launchd
  501 45201     1   0 15Jan24 ??         0:13.37 /usr/libexec/pkd
  501 45215     1   0 15Jan24 ??         0:01.97 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
  501 45217     1   0 15Jan24 ??         0:15.45 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
  501 45218     1   0 15Jan24 ??         0:13.38 /usr/libexec/networkserviceproxy
  501 45219     1   0 15Jan24 ??         0:07.22 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
    0 45244     1   0 15Jan24 ??         1:13.29 /usr/libexec/wifip2pd
  205 45286     1   0 15Jan24 ??         0:09.68 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  501 45342     1   0 15Jan24 ??         0:09.09 /usr/libexec/tipsd
  501 45372     1   0 15Jan24 ??         1:05.96 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/BiomeAgent
    0 45450     1   0 15Jan24 ??         1:25.33 /usr/libexec/coreduetd
  501 45452     1   0 15Jan24 ??         1:47.17 /usr/libexec/knowledge-agent
    0 45469     1   0 15Jan24 ??         0:02.02 /usr/libexec/nehelper
    0 45475     1   0 15Jan24 ??         0:07.86 /usr/libexec/securityd_system
  501 45481     1   0 15Jan24 ??         0:04.55 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
  501 45484     1   0 15Jan24 ??         1:41.00 /usr/libexec/triald
    0 45521     1   0 15Jan24 ??         0:05.79 /usr/libexec/wifivelocityd
    0 45549     1   0 15Jan24 ??         0:13.47 /usr/libexec/rtcreportingd
  501 45552     1   0 15Jan24 ??         0:03.81 /usr/sbin/BTLEServerAgent
    0 45559     1   0 15Jan24 ??         0:04.80 /usr/libexec/countryd
  501 45635     1   0 15Jan24 ??         0:12.52 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  501 45666     1   0 15Jan24 ??         0:03.45 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
  294 45669     1   0 15Jan24 ??         0:01.89 /usr/libexec/audiomxd
  501 45674     1   0 15Jan24 ??         0:02.04 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
  501 45675     1   0 15Jan24 ??         1:30.15 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
    0 45678     1   0 15Jan24 ??         0:00.60 /usr/libexec/online-auth-agent
    0 45685     1   0 15Jan24 ??         1:51.49 /usr/libexec/mobileassetd
  501 45697     1   0 15Jan24 ??         0:03.31 /usr/libexec/intelligentroutingd
  501 45701     1   0 15Jan24 ??         0:14.99 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
  265 45702     1   0 15Jan24 ??         0:09.85 /System/Library/PrivateFrameworks/CoreADI.framework/adid
  501 45710     1   0 15Jan24 ??         0:36.53 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  501 45711     1   0 15Jan24 ??         8:11.16 /System/Library/Frameworks/Contacts.framework/Support/contactsd
  501 45714     1   0 15Jan24 ??         0:16.63 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
  501 45716     1   0 15Jan24 ??         0:00.76 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
    0 45737     1   0 15Jan24 ??         0:00.18 /usr/libexec/misagent
    0 45742     1   0 15Jan24 ??         1:47.59 /usr/libexec/sysmond
    0 45754     1   0 15Jan24 ??         0:11.28 /System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper -launchd
    0 45755     1   0 15Jan24 ??         0:27.26 /System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd
    0 45756     1   0 15Jan24 ??         1:37.57 /usr/libexec/findmybeaconingd
  235 45775     1   0 15Jan24 ??         0:00.27 /usr/libexec/AssetCache/AssetCache
